-- flex Errors -------------------------------- 
 Node identifier -> WRITE_BLOCK
 Node identifier -> OUTPUT_BLOCK
 Node identifier -> VAL_BRACKETS
 Node identifier -> EXPR
 Node identifier -> VAL
 Constant [int] -> 36
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> VAL
 Constant [int] -> 1
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> FOR_STATEMENT
 Node identifier -> FOR_BODY
Identifier -> integer
 Node identifier -> EXPR
 Node identifier -> VAL_NEGATIVE
 Constant [int] -> 1
 Node identifier -> FOR_BODY
 Node identifier -> EXPR
 Node identifier -> VAL_NEGATIVE
 Constant [int] -> 1
 Node identifier -> EXPR
 Node identifier -> VAL_NEGATIVE
 Constant [int] -> 5
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> OUTPUT_BLOCK
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> ASSIGNMENT_STATEMENT
Identifier -> i
 Node identifier -> EXPR
 Node identifier -> VAL_NEGATIVE
 Constant [int] -> 1
 Node identifier -> FOR_STATEMENT
 Node identifier -> FOR_BODY
Identifier -> integer
 Node identifier -> EXPR
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> FOR_BODY
 Node identifier -> EXPR
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> EXPR
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> VAL_BRACKETS
 Node identifier -> EXPR
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> EXPR_INNER
 Node identifier -> COMPARATOR
 Node identifier -> EXPR
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK
 Node identifier -> OUTPUT_BLOCK
 Node identifier -> WRITE_STATEMENT
 Node identifier -> WRITE_BLOCK

/* Spl program name -> ProgV */
#include <stdio.h>
int main(void) 
{

/* declarations */
int  i, integer;
scanf("%d",  &integer);
if(integer <= 5 || integer >= 12)
{
  printf("%d", integer);

}
printf("%d", (36 - 1));
printf("\n");
register int by1;
for(integer = -1; by1 = -1,((integer-(-5)) * (( by1 > 0 ) - ( by1 < 0 ))) <=0; integer += by1)
{
printf("%d", integer);
printf("\n");
}

i = -1;
register int by2;
for(integer = i * i * i; by2 = i * i * i * i * i,((integer-(i * i * (i + i + i + i + i))) * (( by2 > 0 ) - ( by2 < 0 ))) <=0; integer += by2)
{
printf("%d", integer);
printf("\n");
}

return 0;
}
 /* End program -> ProgV */
--26/11/2017----------------------------------------------------- 
C Code output for a.spl 
--19:21:20.30----------------------------------------------------- 

/* Spl program name -> ProgA */
#include <stdio.h>
int main(void) 
{

printf("%c", 'h');
printf("%c", 'e');
printf("%c", 'l');
printf("%c", 'l');
printf("%c", 'o');
printf("\n");

return 0;
}
 /* End program -> ProgA */
--26/11/2017----------------------------------------------------- 
C Code output for b.spl 
--19:21:21.83----------------------------------------------------- 

/* Spl program name -> ProgB */
#include <stdio.h>
int main(void) 
{

/* declarations */
int  b, a;
char  c;
float  e, d;
scanf("%d",  &a);
scanf("%d",  &b);
if(a > b)
{
printf("%c", 'A');
}
else 
{
  printf("%c", 'B');
}
printf("\n");
scanf("%f",  &d);

e = d * 2.3;
printf("%f", e);
printf("\n");
scanf("%c",  &c);
printf("%c", c);
printf("\n");

return 0;
}
 /* End program -> ProgB */
--26/11/2017----------------------------------------------------- 
C Code output for c.spl 
--19:21:22.44----------------------------------------------------- 

/* Spl program name -> Prog3 */
#include <stdio.h>
int main(void) 
{

/* declarations */
int  a;
register int by1;
for(a = 1; by1 = 1,((a-(13)) * (( by1 > 0 ) - ( by1 < 0 ))) <=0; a += by1)
{
if(!(a == 7))
{
  printf("%d", a);
printf("\n");

}
}

a = 0;
do
{

a = a + 1;
if(!(a == 6) && a != 8)
{
  printf("%d", a);
printf("\n");

}
} while (a < 14);

a = 0;
while(a < 12)
{
printf("%d", a);

a = a + 1;
}
printf("\n");

return 0;
}
 /* End program -> Prog3 */
--26/11/2017----------------------------------------------------- 
C Code output for d.spl 
--19:21:23.08----------------------------------------------------- 

/* Spl program name -> Prog4D */
#include <stdio.h>
int main(void) 
{

/* declarations */
float  r3, r2, r1;

r1 = -2.4;

r2 = -34.989;

r3 = r1 * r2 / 7.4;
printf("%f", r3);
printf("\n");
scanf("%f",  &r1);

r3 = r1 + r3;
printf("%f", r3);
printf("\n");

return 0;
}
 /* End program -> Prog4D */
--26/11/2017----------------------------------------------------- 
C Code output for e.spl 
--19:21:23.74----------------------------------------------------- 

/* Spl program name -> ProgV */
#include <stdio.h>
int main(void) 
{

/* declarations */
int  i, integer;
scanf("%d",  &integer);
if(integer <= 5 || integer >= 12)
{
  printf("%d", integer);

}
printf("%d", (36 - 1));
printf("\n");
register int by1;
for(integer = -1; by1 = -1,((integer-(-5)) * (( by1 > 0 ) - ( by1 < 0 ))) <=0; integer += by1)
{
printf("%d", integer);
printf("\n");
}

i = -1;
register int by2;
for(integer = i * i * i; by2 = i * i * i * i * i,((integer-(i * i * (i + i + i + i + i))) * (( by2 > 0 ) - ( by2 < 0 ))) <=0; integer += by2)
{
printf("%d", integer);
printf("\n");
}

return 0;
}
 /* End program -> ProgV */
--26/11/2017----------------------------------------------------- 
Correct Execution output for a.spl  
--19:21:26.96----------------------------------------------------- 
hello
--26/11/2017----------------------------------------------------- 
Program B needs a visual inspection of floating point numbers - B 7.82 x
--19:21:28.97----------------------------------------------------- 
B
7.820000
 
--26/11/2017----------------------------------------------------- 
Correct Alternate Execution output for c.spl  
--19:21:32.24----------------------------------------------------- 
1
2
3
4
5
6
8
9
10
11
12
13
1
2
3
4
5
7
9
10
11
12
13
14
01234567891011
--26/11/2017----------------------------------------------------- 
Program D needs a visual inspection of floating point numbers 11.35 17.15 
--19:21:34.09----------------------------------------------------- 
11.347784
17.147785
--26/11/2017----------------------------------------------------- 
Correct Execution output for e.spl  
--19:21:38.56----------------------------------------------------- 
1234535
-1
-2
-3
-4
-5
-1
-2
-3
-4
-5
